id,text,prediction,true_label,time_taken
536,I wonder what triggered the anxiety? #sarcasm,1,1,6.409767699893564
537,Love waking up to no heat in my apartment #not #socold,1,1,7.492811400210485
538,Nice weather for today.. #not 😠,1,1,6.126741599990055
539,"Decided I'd go to bed ""early"" for once. I've been laying here since 2 am. Yet the total amount of sleep I've had all week is 10 hrs. #irony",1,1,7.303525499999523
540,I have a very annoying bluetick for sale. 8 yrs old. Needs babied and a bath. #sarcasm,1,0,7.98506149998866
541,"Check out> @stefjamesmusicÃ¢â""¬Â¦music that makes you feel something. #London #UK",0,0,6.081572499824688
542,@BarryBlackNE I don't think the Hereditary Baronet wants to encourage a something-for-nothing culture :-$ #irony,1,1,6.527846199925989
543,@SherrodbCSN for the brothers ah-ite. http://t.co/45XujGb7XF,1,0,8.182000500150025
544,"@RandBallsStu @floyding I mean Zach is a teacher, amirite?",1,0,7.2887122998945415
545,Wash hands with water? MOH is rubbing this on everyone's face? #irony http://t.co/sPgfZZIqLO,1,1,8.313543200027198
546,Someone tell me where tf to find a fried chicken ornament bc this shit is necessary http://t.co/lIqfhFe0Vl,0,0,6.989195599919185
547,My body refuses to sleep. #fucccck,0,0,6.260711299953982
548,Decemberbessen #not #fail #footprint sorry.... http://t.co/wsoYa1Wu1J,1,1,8.154095000121742
549,@onherperiod: hey sorry im late i didnt want to come #myperiod,0,0,8.209997199941427
550,LOL lets see if he actually READS it|@Laura_Charlii @RBRNetwork1 @Graves9,1,0,8.484756599878892
551,Not everyone's really for you no matter how long you knew them . And not everyone's a bad person just because it's been a short time. #irony,1,1,9.924928300082684
552,Less than a week til the ultimate squad is back together #RogersAndDalhauser @maxbertellotti http://t.co/fHM4CQT6Lv,0,0,6.486168100032955
553,"Yeah, you're a grown up & at times feel very nostalgic towards your Bachpan. Iife's handiwork!!",0,0,7.462737200083211
554,"Mike Smith and Brian Hoyer walk into a bar. They sit down and at the same time say ""I told you it wasn't all my fault"" #Coyotes #Browns",1,0,9.871894600102678
555,"Someone discovered that they do indeed have a tail and that it is, in fact, fun to play with http://t.co/szKw1asSrT",0,0,7.236289300024509
556,"Scoped out a new route on today's 5k. But oh.. the crowds, the traffic, the noise 😄 #not... http://t.co/yYGdZiRwfZ",1,1,7.853039900073782
557,I bet Joel Embiid is psyched to come back from his injury to play for the worst team in NBA history. #Sarcasm,1,1,7.203154199989513
558,@Trags Blount also out. You would think this could be the game that White gets some action. I guess not.,0,0,6.762435300042853
559,final labs coursework submitted!! now to treat myself by catching up with the whole semester's lectures #winning #not,0,1,9.014927000040188
560,@PRoseish_2 @mcspocky more people are in prison because of drug related crimes. But you know gun crime is up #sarcasm,1,1,7.437942899996415
561,@Vh1Supersonic @armshouseninja @UKF |*Everything is crossed*|#ChristmasGift |#BassFace http://t.co/x54n9zP12K,0,0,9.085885300068185
562,@CeciAlbiceleste @MarinaOLoughlin #apologies *scoffs humble pie*,1,0,7.595028599957004
563,@holyroodmandy @jimmurphymp @scottishlabour problem solved no more reading out at FMQ what someone at WM wrote #irony,1,0,7.896604999899864
564,#tbt #not Dedicated to those days we DONT want to throwback to. Like this evil cold November day at... http://t.co/XX2tszIP77,1,0,7.677513999864459
565,Today is going to be a great day . #not. 😔,1,1,6.076805699849501
566,@MTNza so apparently twitter is free... so why is my data being depleted using twitter? #not impressed,0,1,6.407975400099531
567,@KalobTaulien @twitter Yes on Auto-messagers No to #FollowBackers ... They make me money over on TSU. Thx your post||http://t.co/ALSThKb1pG,0,0,7.413862999994308
568,@AndrewDBailey Tough crowd. Josh Smith was tremendous tonight.,0,0,6.1544792000204325
569,"@kevinperry Would be also great if David teamed up with his old man again at the Carols, similar to a few years back.#Greatdou in both cases",0,0,6.679247299907729
570,Taking a hour to shit is always a good thing. #not,1,1,7.19742999994196
571,"My entire career has been devoted to being a BOSS in beating corruption, but I get beat in a corrupt election #Irony #SoCloseTilden #1Vote",0,1,7.766836900031194
572,Yay I just love this time of the month...! #Sarcasm,1,1,4.371320099802688
573,Finished the year strong with a good bike workout! Missed a lot this year resting my shoulder--hoping for better in 2015. Happy new year.,0,0,6.777764400001615
574,@neverczarina trying hard to be fragile and petite. Hahaha. Happy new year liabeeeeee more clingy moments 😂😂😂,0,0,8.266965599963441
575,"@AYJamal_ yes, you got the point. :( it's like, as the time passes we're growing into some kind of beasts.",0,0,7.140578399877995
576,"Someone took my lucky hat today, yay, isn't that fun... #sarcasm #IhopeIGetItBack",1,1,7.835554900113493
577,@MohammadFarooq_ grateful for this encouragement :)),0,0,3.984720200067386
578,"@Espngreeny @espngolic ""pit players v. victims?"" How dare the NFL put a divide between men and the women and children they beat? #sarcasm",1,0,7.565697300015017
579,"@ProgressMich kids don't need schools! Schools just turn them into gay atheists, gaytheists, if you will. #sarcasm",1,1,8.356853100005537
580,@TonyBrown03 @bigedh456 @ParkzTheDon hmmmm. I wouldn't say she has tits 😁,1,0,8.357581899967045
581,Did you know iOS 8 features custom keyboards? #sarcasm http://t.co/JhuwHjleiu,1,1,5.591331500094384
582,"Tax & NI on your wage slip is like Jim Bowen on bullseye goin ""look what you coulda won"" #rubbingitin #crap http://t.co/3zJlaxxgUu",0,0,6.534340499900281
583,"Today stats: One follower, No unfollowers and followed 2 people via http://t.co/3h4S1RT3hh",1,0,8.62492539989762
584,@kiersttt22 yeah I do. But you know there's this thing called an all nighter and apparently I wanna pull one #not,0,1,6.776433099992573
585,It has #not #been #seen www.MonsterMMORPG. com since. progoneate follow @MonsterMMORPG #mariland http://t.co/Mq4r8Kbgb1,1,0,9.770527300192043
586,"I've visited 19 #US #States, 2 #Canadian #Provinces, & 11 #Countries total. (Not the most, but not bad.)",0,0,5.9207204999402165
587,Just a @ScienceDaily article re: a robot arm you can control with your mind. Meh. Nothing huge. #sarcasm #science http://t.co/AK4bAorhBc,1,1,7.023289700038731
588,"That awkward moment when you plane your whole day around your Golf Class, and it gets cancelled! #stupidrain",0,0,5.966893099946901
589,@TSTG11 @Shweta_97 @AparnaRam_ same here. Tryin to link d convos bt another tweet cums up. #Sarcasm is the only wrd repeated.😂😂😂😂😂,1,1,9.811556900152937
590,Shitty drivers are always fun. #not,1,1,7.829292800044641
591,@RanjeniM Just realised we missed it too. In the middle of a tech troubleshooting mission to get an article on Madiba up on the site. #irony,1,1,9.37453469983302
592,"Putting good things in my mind for lunch today instead of just internet junk. Oh, and tweeting. Tweeting good for building tribe.",0,0,6.527585100149736
593,Anybody using their rights to protest legally gets the law thrown at them. & the ones who do the crimes don't. That's #Irony #NotJustice,0,1,7.788047399837524
594,"~I'm not closed-minded, I'm just dogmatic~ #sarcasm #contradictions",1,1,7.832612000172958
595,Sometimes it's #not about being #Cocky.. 😏😼 It's abt knowing what ur #Capable of & #doing it...... http://t.co/jmWKGojRNp,0,0,7.802979200147092
596,A Puppet at the #PTI rally wanting to make #NayaPakistan #irony http://t.co/3kAny6qhKr,1,1,9.592869600048289
597,I can't even begin to explain my frustration. 😒,0,0,4.511543800123036
598,Goes both ways #make #love #not #war #peace http://t.co/fXUKcP3j2y... http://t.co/rxeVfBShsH,0,0,6.757483000168577
599,Fighting over chargers is definitely how I wanted to start my day.😒 #not,1,1,6.709242700133473
600,I had the most broke friends in undergrad now these fools get a lil money and want to act uppity as ever,1,0,7.137747399974614
601,That's comfortably the most stonewall penalty I've ever seen.. What are these refs on? #hadone #Stoke,0,0,6.974072200013325
602,Don't think that you can just use my boyfriend when you have noone else...#not#on#my#watch,0,0,6.301212199963629
603,Everybody's Talking about Snow and I'm just Sitting Here and the only Snow around is on our Cars.. #snow #not,1,0,7.033034999854863
604,"My coach is so supportive. ""tighten your belt, pick up the weight and just do it."" #sarcasm #ithinkhehatesmesomedays #itsmostlylove",1,1,7.66589429997839
605,Still in da process #drawing #sketch #fishkoi #tattoo #not #yet #finish http://t.co/ZtoXiSYXgs,0,0,6.6015474000014365
606,Cause I love going to bed alone every night.. #not,1,1,8.628845700062811
607,"If Comes From The #heART Then They EXPRESS it, Connect @the3rdeyeBrand or http://t.co/MFGlfnDGRk #thankyou #3rdeyebrand",0,0,7.61912879999727
608,Kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work #Irony,1,1,7.908032099949196
609,EmoPostAhead lol the sucky thing about seeing beauty in everything? You see the beauty in a liar #BeautifulLiar #lovethwayyoulie #NOT,1,1,8.205289999954402
610,@naomiwgrossman You blew my mind on #AHSFREAKSHOW You're brilliant.,0,0,5.403579300036654
611,This team would finish fourth. #Irony #Arsenal #Afc,0,1,7.4194701998494565
612,8 of our favorite smartphone highs and lows of 2014 http://t.co/5Wa92n1pPs,0,0,7.1218516998924315
613,@KateOnTheGo Things also go slowly when you are waiting for them especially!,0,0,5.473315500188619
614,"Few #relations are by #chance, few are by #choice and few are by #Facebook!! #irony",1,1,8.050029600039124
615,what a lovely perma-fall we're having here in milwaukee. #not #doomandgloom #gimmesnow,1,1,7.738258500117809
616,Driving into town on very well cleaned country road I see a tow truck veer off too far to shoulder & get sucked into ditch. #Irony,1,1,8.852268300019205
617,"Grace is a free spirited 8 yr old with the most humble heart. Aspiring model/actress, she also enjoys #piano and dance.Follow> @GraceLeeahB",0,0,7.577175999991596
618,Mondaiiis to fridaiis without Huweyyyyyy #do #NOT #like http://t.co/eY6n4SeS9M,0,0,8.484985199989751
619,Love it when my mans on a cleaning spree.. Saves me doing it 👌😘😘😘,0,0,5.558760799933225
620,You could say after today I'm officially necrophelic #LatinFinal #justajoke #not intodeadthings,1,1,8.310007799882442
621,Equal justice for all...unless you are Black during the Obama administration. http://t.co/8ELZkTarZZ via @foxnewspolitics,0,0,6.998752300161868
622,"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain",1,1,7.028154500061646
623,#forgive #others #not #because they #deserve #forgiveness #you #peace love this from @i2imovement #words #wisdom ... http://t.co/MjXdZCZDud,0,0,7.33536190004088
624,Hardest parking i've probably ever done! #screwyousmallparkinglot,1,0,7.6195619001518935
625,"I guess Paul didn't have buns, hon. #EatenAlive #not @Discovery",1,1,9.640145800076425
626,An 'important' call from the council about a form we did 3 months ago is just what I need an hour before we head off to Disneyland. #not,1,1,7.732754199998453
627,Laptop speakers are too quiet for music & simply too loud for porn 😒 !#Irony,1,1,10.24071400007233
628,@AskPlayStation returning my brand new ps4 thanks to your faulty security. #goodjob #not,1,1,7.167425200110301
629,Most of us didn't focus in the #ADHD lecture. |.|#irony,1,1,8.933937800116837
630,#farage a t1t in public who doesnt agree with seeing t1ts in public #breastfeeding #irony,1,0,7.0478417000267655
631,@SR_Duncan @OreoSpeedwagon_ Ah ok. Well I hope things keep going well with person A x,0,0,7.485895700054243
632,@fbhw great story about the student trying to get the teacher fired!!#sarcasm#moron#storywasstupid,1,1,6.542741999961436
633,@charleswhite816 @DelbartonHockey I will let @bshatel know - I'm sure he is shaking/quaking in his boots. #not,1,1,8.362966999877244
634,@ParasiteCoD maybe you should grind the gym man #not #calling #you #fat,1,1,70.45996759994887
635,"@OhSoSylvie start with India , I need to be somewhere they don't speak great English so I don't have to say much lol",1,0,8.410283399978653
636,"I'm officially making today ""Single men get a smoothie"" day because that's who my customers have been all day.",1,0,8.169399699894711
637,My favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch ass #Not #PaneraProTeam http://t.co/qebtDSVoRT,0,1,6.790513499872759
638,"#Irony: ""The elections are not over zero VAT, but about whether there will be a Zionist or extremist country here"". http://t.co/SxRoXLVspP",0,1,7.428870299831033
639,Katie pisses me off so bad #TheApprentice,0,0,4.539879299933091
640,K. Michelle said Lil Kim is Plastic but 65% of her body is fake and silicone. Kim went Plat on PayPal but K has never SEEN platinum. #Irony,1,1,10.94331320002675
641,Rest in peace riff God! #Dimebag #Darrell #is #not #dead #pantera,0,0,10.168861400103197
642,@WorldDiaMark @RamiBaron let's #not #forget the #origin of a #diamond in #relation with #humanrights #bigdata,0,0,7.744378000032157
643,John Stockton in a commercial?!! Holy crap! #NBABallot,0,0,6.785681699868292
644,I have this weird urge to buy a hamster,0,0,7.518063999945298
645,I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not,1,1,7.707677700091153
646,@robinhosking where did THAT come from?!,0,0,4.520763200009242
647,Somebody has filled my head with snot & used a cheese grater on the back of my throat during the night #unimpressed,1,0,9.025712199974805
648,I am downloading #AdvancedWarfare now!! Can't play it until 22nd of December tho :/ #Exams,0,0,7.627613799879327
649,@JohnPUTCH @CougarTownRally @CourteneyCox @bobclendenin @MrJoshHopkins @IBGomez I am so immensely sad about this.,0,0,5.372494400013238
650,@TrevorDickerson but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and #not,1,1,8.183101599803194
651,"Get on the work bus, driver turns his music on and the first song on is 'another day in paradise' #irony",0,1,7.393738900078461
652,my brother did this. now I hate my brother even more. |#jk #not #stilljk #fatbro http://t.co/ec8j6cy281,1,0,8.205169399967417
653,"Absolutely no #ALP or @jrobertsonmp fan, but seriously many have done this before him & many will. #Scapegoat #Excuse he was a lame duck",1,0,9.38806869997643
654,"Support @Singleology101 reveal the truth behind Love, sex and drama visit http://t.co/zNVC7fpIFf",0,0,7.3724416999612
655,"Lots of people tweeting pictures from their cars of their snowy commutes to work, whilst saying ""stay safe"" Oh, the #irony!",1,1,7.299630400026217
656,@TonyRohrs they've spread their positions off with long feeder cattle! #sarcasm,1,0,6.749985900009051
657,It's all about Twitter #not a clue,1,0,6.787908299826086
658,"@ban_postgate though, I suspect you don't actually care about the truth, so whatever, go troll someone else ;-)",1,0,6.772603399818763
659,@KaylaBattaglia thanks I thought it was tomorrow #not #iknow #notthepoint,1,1,8.029337299987674
660,She talkin bout gender roles and we're the narrow minded ones #Irony,1,1,6.796031299978495
661,@FleurEast @lilyallen and why wouldn't you be after THAT performance!,0,0,4.279767900006846
662,Yay for cars having a case of the Mondays. #not,1,1,7.8737929000053555
663,http://t.co/a4D9w4xpBs #AnalTryouts #Sensational Sensational blondie chick gets anally smashed in a threesome,0,0,8.925004799850285
664,Just woken up after 16 hour night shift to no gas. Looks like microwave meal and cold shower for me today. Woo!|#sarcasm #fml,1,1,7.844389300094917
665,Tulisa has really made herself ugly #xfactor,0,0,6.722777499817312
666,A well known sci communicator is exaggerating the claims of a study into PR exaggerating the claims of scientific studies... #irony,1,1,8.732793299946934
667,"Because #LOGICALLY, that does #NOT #fully #compute. If they wear #LESS #PROTECTION for a ""#DEADLY #VIRUS"" & do #NOT ""#get"" #EBOLA as result?",1,0,8.620188800152391
668,Last night watch for 2014!! That deserves 💣'r breakfast dram. @Bowmore 17yr from @ADRattrayWhisky #scotch #Islay http://t.co/69ROwqkilU,0,0,6.773695099866018
669,can I just own an isle far away from here where my house is stunningly beautiful with only some closed ppl who appreciates me as a human,0,0,7.151004899991676
670,If only I could be a cooler kid xp lol I'm such a nerd #can #i #know #when #im #not #gonna #get #rejected,1,0,7.32054190011695
671,@mfouesneau It's so the speaker remembers their talk's over. Otherwise how would they know? #sarcasm,1,1,7.088625599863008
672,"Murdered baby, black man in US, kids in Thailand and a woman's body in Avon gorge. It's a jolly day for news today #sarcasm",1,1,7.388780300039798
673,the struggle of writing this article and studying for this journalism final is killer.,0,0,5.688486999832094
237,Read at http://t.co/HbeAb2hklW the news '#Obama: #The #American #way #of #life #is #not #a #gift',0,0,13.488668200094253
238,Really missing my momma today.. More than usual. I don't think today will be a good day,0,0,6.675248400075361
239,"@davidwhite_ Nevermind that, but do pray tell,would Scherzy still play Grizabella?",1,0,7.331234999932349
240,Everyone wants the truth but nobody wants to be honest... #irony,0,1,5.612522599985823
241,I won't be surprised if shelling across pak border intensifies during Delhi Elections to change issues of election's. http://t.co/Ohgg9jQ6hJ,0,0,7.035967000061646
242,Every inch of you is perfect from the bottom to the top UNLESS YOU'RE SKINNY #Shade #Sarcasm #TheMoreYouKnow,1,0,7.666890700114891
243,Take a look at those calves!!! 😎😎😂😂 ladies love the calves! #not #about #the #arms #its #about... http://t.co/R7OWkjcBmq,1,0,8.909468000056222
244,@CaleCowan your tongue in cheek @timescolonist weigh in does nothing but instigate breed specific hate. Stick to reporting on tuques. #yyj,0,0,8.500633200164884
245,"@MiddleChildSyn: You think my mom and I would get along better, she's a middle child too. #irony #middlechildsyndrome",1,1,8.36075870017521
246,"Isn't this blaming the victim? #sarcasm RT @chronicle Every year, 600K college students are injured while drunk. http://t.co/guuGP49ZZD",1,1,7.628698100103065
247,that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD http://t.co/znfxzbUYVu,1,1,8.148333600023761
248,"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony http://t.co/AY20dRme0L",1,1,8.24567970004864
249,Can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores #elenawearswyou #chanelboybag #chanel... http://t.co/vmcHI7XB88,0,0,8.428329100133851
250,Watching @beckie0 trich vlogs helps me alot with my trich condition !! ☺️💕,0,0,6.773363099899143
251,Photo: Orchid Tassel Chain Mermaid Dress $39.99 Onesize Leave email for invoice http://t.co/6nrIjjJwMc,0,0,7.107039000140503
252,@GalloSays this game is pathetic. How are they losing this game?,0,0,4.597653100034222
253,bromanceshmomance: #I just checked and he has zero#ZERO#mentions asking if Louis was there#NONE#NADA#not... http://t.co/b4W8LszSwZ,1,0,9.54997569997795
254,Being a light sleeper is the best. #not,0,1,6.133079200051725
255,schools in India praying for # #peshawarattack victims #PrayForPakistan ... http://t.co/Y2cfKer1wU,0,0,8.228669000091031
256,The only company I thought would be best for the thesis is unfortunately taken already... a year ago..,0,0,5.789599800016731
257,@MyzzCryz not worried about it. Whenevs 😉,1,0,7.826587499817833
258,@lr3031 @mjgranger1 #not enough; unfortunately.,0,0,5.811844599898905
259,@IAOLLC . #please email me captainpc@me.com or contact through DM myself or @Bennolikes . #I #have #DM #Address #details #but #not#had#reply,0,0,6.604006599867716
260,@NPCole23 hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫.,1,1,9.079407500103116
261,"It's really #NOT #GOOD, too have the #REPUTATION for STEALING FROM GIRLS. @HAUSOFSE7EN & Mr. MASON,..expect a call,..(;",0,0,7.230488399975002
262,"we need to stop using the words ""racist"" & ""racism"" @nicky0472 @StevenWayneOwen @TheLexZane @nobamamustgo @Anan_VII @TheOldBreed1775",1,0,9.925274699926376
263,@AmazingPhil @radiomaru Probably my favourite book. Couldn't put it down. 5Stars!,0,0,6.238639999879524
264,From what I can tell...most strippers belong right where they are #nocollegeneeded #adamsmith #specialization #strippers,1,0,7.446740200044587
265,"@Salon dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive",1,1,8.252413000212982
266,"#Consensus of Absolute Hilarious #Irony – #MichaelMann to lecture on #Professional #Ethics for #Climate #Scientists? http://t.co/pD0TEMq1Z0""",1,1,7.866734800161794
267,5 dollar OBX 1 dollar Gboro gone #lockitin #lottoclub #bankopen #doumenturdeposit#not criminal http://t.co/nYsbehzJqS,0,0,10.5320919000078
268,I may or may not have put @robertashton1 at the top of @swarm_tweets tree soon as he likes Christmas time... #Sarcasm http://t.co/OMOURvLfzt,1,1,8.687104000011459
269,"Regarding my #ATT case; I've contacted the BBB, FCC, and my States Attorney General. next... #WFAA #not #stopping",0,0,8.017029299866408
270,Acronyms because we're cool as fuck. Judge me. http://t.co/0CK2VNqIKR,1,0,9.761732700048016
271,Only a true nightshift person would understand this #nightshift #hardcore #teamwork #not #always... http://t.co/MpsXN3DJqU,0,0,9.986402299953625
272,"actually, it wasnt, it was purely economics @real_smart_guy3 @RBRNetwork1 @1_Free_Man @GodlyPghDad @Anan_VII @billvanglahn @ABPT_Rocket",0,0,11.505400100024415
273,Sunday is such a fun day to study #not #ew #saywhat,1,1,7.409890600014478
274,Reunited with my pump this morning. #yay #not 😣,0,1,7.009126200107858
275,"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony",1,1,8.343532900093123
276,Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit,1,1,6.1830806999932975
277,I'm really excited for next semester,0,0,4.67559179989621
278,"@MericaMcFreedom @Heritage Actually, even delivery won't save some. O voted to let born alive die. Also, look up ""4th trimester abortions"".",0,0,9.67277569998987
279,good luck finding someone to take the other side of that bet LOL @orion99da,0,0,5.329184199916199
280,It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm,1,1,7.960917699849233
281,@LoseThosePoundz: 🙌🙌 http://t.co/ptl2nSnFFO #fitfam #fitness #health,0,0,5.883393900003284
282,GTA #San #Andreas #2 #is #not #coming #in #2015: One media has released that GTA San Andreas 2 is coming in 2015... http://t.co/pap1ZPeeRD,0,0,7.165850499877706
283,What a great way to start the day!! #Not 😠,1,1,7.246267999988049
284,@tombitt I wonder what % of that 43% agree on what a private cloud is,0,0,7.190093100070953
285,If i were to ask. I want to stay here for as long as possible..|#thinking,0,0,9.936225799843667
286,@Atlantasportguy @darrenrovell @DJFJennings Just wait till Cleveland comes again! #sarcasm,1,1,6.233163099968806
287,"'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36,000 Victims: http://t.co/GCW05uriIT Thank you, Western liberators #sarcasm",1,1,8.30672699981369
288,@KirstieMAllsopp one hope this gets a RT! #recycling #roses #holly #wreath #MerryChristmas http://t.co/ZNNZtQCvCt,0,0,10.253554299939424
289,"@SundayChants: Tag a teammate who is so bad, he runs the line every week. http://t.co/FCMmmF4h3h I'm sorry to say it's @sam__clough",0,0,6.728476200019941
290,@Elena_in_Rome easiest CL group with two rubbish teams but we won only 1 CL game - even that lucky last minute pen#not good enough#gutted,0,0,7.673213599948212
291,No one up? Okay cool #not,1,1,6.282713199965656
292,#np #NowPlaying #NowListening #Music #Don't Let Her Pull You Down by #New Found Glory from the #album: #Not With... http://t.co/cbp85M3cBT,0,0,6.408577700145543
293,"Here we go again, thanks to all that claim to cover WVHS hoop #NOT|Highlanders beat Parkersburg 76-75 on last second shot by @alexia_paige13",1,1,8.086104300105944
294,Long day and its not going to be possible without my good friend #coffee,0,0,6.657533399993554
295,Just loveeee driving upstate in the snow #not,1,1,6.752375199925154
296,"If you know people who could talk power-dressing and social media marketing, please let me know. Thanks",0,0,6.246371800079942
297,I love getting up at 4 30 so I can wait on other ppl! #sarcasm,1,1,5.841953499941155
298,"Faux Leather Size Zipper Sleeveless Scoop Back Midi Dress|Size:s, m, l|Price:$39.99|Leave email for... http://t.co/vTQxkHv6YK",0,0,7.661571600008756
299,and as much as I want to connect .. I like only the people who dont want to .. #Irony #Why oh why?,1,1,8.053231199970469
300,@oneplanetmikey I saw a leaf blowing in the breeze. You could yell at that if you wanted to?,1,0,6.70563630014658
301,@ozchrisrock hold on a minute. Are you saying All blonde white women look the same?? #sarcasm,1,1,7.781833700137213
302,@ChristianCaple Gotta love those racially based awards! #not,1,1,8.85625660000369
303,"The best love is the kind that awakens the soul, and makes us reach for more...💖",0,0,6.298246199963614
304,clashupdate #not http://t.co/1bFOsIwnI5,1,1,9.203532999847084
