id,text,prediction,true_label,time_taken
29,"@LaurenBailes I think the general rule is, if it's open all night, pull an all-nighter.",0,0,7.772057200083509
30,Natalie Prass - Bird of Prey: http://t.co/n7YgEkpr4l via @YouTube,0,0,9.509455200051889
31,Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,0,0,7.950537700206041
32,"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",1,1,9.117618200136349
33,@BunnyDhillon17 exactly and we are fighting like animals,0,0,8.59658779995516
34,http://t.co/PfJ92w4CwZ #TeenAnalCasting #Top Top 50 Christian Songs For 2012,1,0,17.586297600064427
35,The girls on #SororitySisters thought they'd get rich and famous but instead they be like... http://t.co/yGnRtq0tVy,1,0,11.34703170019202
36,"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",0,0,12.176161700161174
37,http://t.co/fepZHFy79Z #TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,0,0,18.45740669989027
38,"season 6 episode 3 carries outfit, simple & chic 👌 http://t.co/QuliJvFNdK",0,0,9.068874400109053
39,Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,1,1,12.658772399881855
40,"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",0,1,7.675167700042948
41,Stupid #doctors visits is gonna bury me!! Now that's #irony,1,1,12.118894099956378
42,"Love the way @virginmedia says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",1,1,16.16906820004806
43,Planning a vacation instead of studying.... My priorities are in line. #NOT,0,1,8.108175300061703
44,Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,0,0,13.570237800013274
45,You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,1,1,9.180124399950728
46,@ChainAttackJay No sugar during christmas time? :(,0,0,6.5119996999856085
47,Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,1,1,11.528021299978718
48,@siddharth_0703 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,1,1,13.173366999952123
49,the ONLY time a crime becomes a federal crime @RBRNetwork1 @TheOldBreed1775 @Joseph_WarrenDR @jus1314tin @IndyEnigma @CoutoPanda,0,0,10.406735399970785
50,this music is for the people and not for the money. peace and love. http://t.co/jPHID2P2Wc #KINGLIFE,0,0,11.457573699997738
51,Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,1,1,13.883532099891454
52,How to Find a Life Coach (& the questions you need to ask before hiring one) http://t.co/8qgrXywmNe via> @DrGaryWood,0,0,10.551549999974668
53,I wonder what was the holiday rituals for true Africans,1,0,11.500424600206316
54,Been at the ER now since 10... #yay #not,1,1,11.158943600021303
55,@LanceMedow Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,1,0,14.673417399870232
56,"@StevePulcinella @Coseph05 thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",0,0,12.591165599878877
57,Haley approves of her new hammock 🐭 #ratsofinstagram http://t.co/yvggcaPChg,1,0,11.78657770017162
58,"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",1,1,14.042848399840295
59,"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",1,0,19.20517829991877
60,Free Pets and Animals Books #freebiebookdownload http://t.co/yL9ads7Cyf #Pets,0,0,9.316588299814612
61,@PFF_Pete There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,0,0,8.421627199975774
62,Loooovvveeeeeee when my phone gets wiped -.- #not,1,1,8.48478509997949
63,Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,1,1,12.046224700054154
64,Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,1,1,10.340190399903804
65,I just love being ignored😊|#not😒,1,1,7.813721500104293
66,"#Irony RT @West1Jess: If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",1,1,13.632607799954712
67,Produce Mobile Apps #not http://t.co/3OV57ZhqcH http://t.co/wX1DbI8W9M,0,1,9.321986200055107
68,Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,0,1,8.391356300096959
69,"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",0,0,15.972518100170419
70,Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,0,0,8.989114500116557
71,About as relevant as Michael Sam and Jason Collins. RT @eonline: Major League Baseball umpire Dale Scott comes out as gay.,1,0,21.329478400060907
72,Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,0,0,11.228803900070488
73,itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,1,1,12.512168999994174
74,"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",0,0,10.685366600053385
75,@bencasselman @davidmwessel @PaulKrugmanBlog @TheDailyShow @DemocracyNow How many of those jobs earn #middleclass wages? #Economics #Math #Z,0,0,12.353610599879175
76,I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,1,1,11.839275500038639
77,Incredible insight on the @VIKTORIAMODESTA #bornrisky campaign: http://t.co/9UJQRmsKJm #amputee #movement #equality #art #prosthetics,0,0,12.925218500196934
78,Love #hiphop mix tapes or have a mixtape to promote check out http://t.co/p3gz74UIhG follow them on twitter #undergroundhiphop,0,0,11.544988200068474
79,"Extended cut ""NICHA"" https://t.co/qdzpcuRqc1 #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",0,0,13.779017900116742
80,@NormanWalshUK Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,0,0,8.888629799941555
81,@PotPolitics @foxnewspolitics Sent it but too slow. I had already posted.,0,0,9.008983599953353
82,#FEMALECONDOM #anally #vaginally #prevent STD's/HIV/pregnancy #latex #free #NOT #Restrictive/tight #women/gay men http://t.co/KOZkgTpgca,0,0,13.217196099925786
83,Little cutie #Chico #Dog #Doggy #Puppy #Sweet #Cute #UK #Black #Biscuit #Not #Mine #Mini #Miss #My http://t.co/FklIanJqox,0,0,17.074746399885044
84,@GlobalGrind Niagra Falls tho... Really? #irony #LOL,1,1,10.628255299990997
85,"If we win against Poland and Scotland, does that put us 65th in the world rankings. @YouBoysInGreen @FAIreland #Sarcasm",1,1,16.112478900002316
86,#Myanmar #men #plead #not #guilty to #murder of #British #tourists. http://t.co/flrKr3H6Kl via @reuters,0,0,13.998042900115252
87,"Since the tribunal was established 14 years ago, no complaint against the intelligence services has ever been upheld. #trustthesystem #not",1,1,11.247131200041622
88,@LadySandersfarm: Garner protesters chant 'F*ck Fox News' despite Fox agreeing with them http://t.co/GWIS4hZAI6 #EricGarner #Irony,1,1,20.618876099819317
89,"@TheOliverStone After 1989, why did NATO need to expand?",0,0,10.584329199977219
90,The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for... http://t.co/n9b7T2Xj84,1,1,13.387893499806523
91,You are taking your responsibilities so seriously today that i... More for Leo http://t.co/HJ6TebH4o6,1,0,12.432703000027686
92,@RozieBreen @CllrKWakefield @tomriordan @GaryVerity @BBCLeedsif we get it right for business the trickle down fairy will do the rest #NOT,0,1,9.938546000048518
93,can you not understand that not EVERYTHING is about the President? @RBRNetwork1 @goteamslots @BrianBullinger @jtarleta53,0,0,10.66345029999502
94,When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,1,1,12.9674665001221
95,"Well now the festive season has begun, let's take a moment to reflect on how much more royalties Slade and Wizard will get #sarcasm",1,1,15.277657000115141
96,"The last day of the year and I will be tweeting on my major highpoints of the year ...good, bad and ugly",0,0,10.01494610006921
97,MB forgot to move the elf on shelf and now 10 is asking me if Christmas is real. 😥@NannyProbss,1,0,17.123091500019655
98,"@CrizzArce happy new year, da! Thanks sobra for this year 👍👍",0,0,8.871807600138709
99,WATCH: #Megatron from #Transformers Rant About Social Media http://t.co/M9F1MWufXH #Irony,1,0,12.780043799895793
100,@playstation @sony #not #working when are we able to download games we paid in good faith? #psn start working again? http://t.co/MVSikoFvBl,0,0,10.720437100157142
101,I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,1,1,13.402239699847996
102,@CMBaseball41 happy birthday Skip! We will always love you! #Phillies #legend,0,0,8.58988119987771
103,"or a trout, or northern pike|@brownbearmike1 @RBRNetwork1 @Anan_VII @Dolphin__Man @Graves9",0,0,9.370553400134668
104,One of my favorite things to do is to make people wonder...it was completely unintentional but buying Bogs mud boots in a dress will do it,1,0,13.676408299943432
105,"Watching Sanjay, @JimPeteHoops ... Getting the start vs. Butler and liking what I see! #Minny",0,0,14.785762999905273
106,There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳,1,1,15.839251500088722
107,The most exciting way to start a Friday: a presentation on structurally deficient bridges. #sarcasm #lobbyinglife,1,1,8.502374399919063
108,New shirt #new #shirt #im #sorry #its #just #i #literally #do #not #care #at #all http://t.co/4L8inLJg9N,1,0,16.449889300158247
109,@terry_legg @SR_Duncan @KateOnTheGo It wasn't for one person. It was a business expense.,0,0,7.6337472999002784
110,HAHAHAHA!! Oops.......I'm addicted to @OneMoreJoke Tweets sooo FUNNY! You Got to follow him for #HILARIOUS #SARCASM #tweets #RT.,1,0,16.401490199845284
111,@BBCiPlayer @EndorProds @mrmichaelball absolutely loved it! Well done all involved!,0,0,10.450463299872354
112,"@lnritter_ That was the case, not the recording.So comparing the two is apple & oranges.",0,0,8.289597100112587
113,Wow...lol||Need cash in your hands today? Go to http://t.co/Mn8psbZpFH||#workfromhome #not #wun #not #mca... http://t.co/2ST4Esm0xK,1,0,14.376388699980453
114,At least I don't have to clean the floor,1,0,9.21241579996422
115,Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,0,1,11.882087399950251
116,@RadiNabulsi Our 3 losses followed bye weeks & an FCS team. Do we get rid of those next year? #sarcasm,1,1,10.952116299886256
117,#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,0,0,9.359230800066143
118,One of the most embarrassing losses @GoPittFootball Ever. #WTF,0,0,10.689488700125366
119,@ProFootballTalk untrue - its Cutler's fault,0,0,8.57209449983202
120,#Malala Yousufzai receives #NobelPeacePrize and #Pakistan ranks in top 10 dangerous countries !!! #irony,1,1,22.229564600158483
121,http://t.co/cbS3YfyKGw #Not so Ugly Christmas Sweater red with red snowflakes & sequins cardigan 1X XL http://t.co/Cy19OKfojm,0,0,15.273277699947357
122,Testing water temperatures #excitingtimes #Not,0,1,10.305830999976024
123,Waking up with your cat attacking your hand is always delightful..... #not,1,1,9.364963000174612
124,"May not have hung out with you as much as some people, but every time we did it was a blast! You... http://t.co/Ikgz8u9Fos",0,0,8.890460300026461
125,@SenWarren the #USA is #NOT a #Democracy. The #USA is a #Republic from of #Goverment! Do you #Know #what the #Pledge of #Allegiance say's?,0,0,17.234491999959573
126,I blame my mom. Mother of the Year #sarcasm,1,1,8.241014800034463
127,Pulling my books out to prepare to organize my new bookshelves caused me to forget to bring my book today. #irony,1,1,12.992648100014776
128,"@GlenjiUTLR @JoshStevo95 To be fair, you didn't use the mandatory #sarcasm hashtag :P",1,0,9.00650479993783
129,"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.' http://t.co/mevDxiqijg",0,0,12.160008999984711
130,Girls just wanna have fun#work#not#friends#only#dance#drinks#antennagrouprocks by mariag... http://t.co/7vN6UqpvQE http://t.co/hVxMXRdktM,0,0,13.946155400015414
131,"The Bay Area storm is so big that tons of people's work was canceled today, causing me to be early to mine. #irony #stormageddon",1,1,14.006833999883384
132,@pattistanger I'm from the UK and I honestly think your a goddess! I love how you speak your mind but have a gentle side. #love #PattiKnows,0,0,10.762926399940625
133,Leaving whilst its dark is fun. #not,1,1,8.531198400072753
134,@YasminaBen1 please note #sarcasm in last tweet before you kill yourself ;) many good pros including @BalancePhysio can show you best usage,1,0,10.627296500140801
135,@rioferdy5 my mum to be back with us for Xmas 🎄,0,0,7.182500199880451
136,"@RealFrnkPhister Even though @PGA_JohnDaly's got more ex-wives than @PGATour majors, I'm happy for that washed-up mess... #Not!! #Blocked",1,1,12.572394700022414
137,@rebeldomm Ucan MAKE MONEY #TWEETING this info w/ new app||http://t.co/Q2WB7riAvK <-News ||https://t.co/cpJZkEgNe7 http://t.co/zfGtuuH8Pj,0,0,12.178018799982965
138,Take me tooooo church #not,0,0,11.72879600012675
139,"A 'republican move' which will 'effectively rob the royals'. Kate's spending 32k on1meal, who is being robbed? #irony http://t.co/OTbeWggbTJ",1,1,14.186430499888957
140,#obama @DemocratWire announce special urgent package for #Pakistan .. supported by @GOP to enhance their fight against obscurantists. #NOT,1,1,15.073393000056967
141,@bwinter Shirota Yu and... Inoue Yoshio? He was in Mozart! apparently.,1,0,17.168707699980587
142,"Looking for quality music check> @215KKastilano hot record ""What About"" https://t.co/uORTl9eFBO",0,0,8.16628809995018
143,"how is it possible that somebody so interesting is also so, so, so boring? #irony #what",1,1,8.96158939995803
144,"@Pier1984_ Not going this time, we might have a chance! Fool me once, shame on you, fool me twice..... #fuckthat",0,0,12.398256399901584
145,@dzmilner Minky Wale tail fritter for price of a bijoux flat in Port Talbot.,1,0,14.957335299812257
146,".@ibnlive is the first to cut to ads during primetime to proudly announce that they're ""putting journalism first"". #Irony #NLprimetime",1,1,11.798354300204664
147,".@ChrisBrett2 @/RBRNetwork1 @GaryBlackal @DiveConLFP I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",1,1,10.939916499890387
148,#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy http://t.co/PTs2oMnYy6,1,0,15.18598120007664
149,I JUST WANT TO BE DONE WITH FINALS #4hoursleft,0,0,9.135219800053164
150,"1 bed flat #ToLet £550 pcm (£127 pw)|Humphrey Middlemore Drive, Harborne, #Birmingham B17|http://t.co/QHYcB5zKEv",0,0,13.263364699902013
151,So there used to be a crossfit place here.... #irony #pizzawins http://t.co/9BDkxT9GFJ,1,1,13.070322099840268
152,When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,0,0,10.729811699828133
153,"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",0,0,14.317583400057629
154,Work hard in silence; let success make the noise.,0,0,9.925886200042441
155,@MJibranNasir @SaminaSays now what has he said/done??,0,0,10.905153500149027
156,Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,1,1,14.90403650002554
157,Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,1,1,8.206428699893877
158,@anthonyboutall - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,1,0,15.381388199981302
159,@TheStarPhoenix #spnews #yxe I hope you weren't driving when you took that picture. #irony,1,1,10.80244080000557
160,My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁 http://t.co/efbHmmLgEw,0,0,10.963015199871734
161,"@Tesco Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",1,1,10.019295200007036
162,"@folieadang aha, but white girl drinks make me 'so so cray tipsy'",0,0,9.585295599885285
163,This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol... http://t.co/Q1joezvW9u,1,0,13.05800969991833
164,Christmas alone😊 how nice #not,0,1,7.0909229000099
165,work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,1,1,12.579054299974814
166,@LariatOfHestia: Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,1,1,13.090557100018486
167,"Access to housing is not a fundamental human right, according to Ontario courts: http://t.co/ykf7vB53RM #onpoli #TOpoli #cdnpoli",1,0,15.525657499907538
168,"@DuaneBougard: Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",1,1,10.9043163000606
169,@manicsue: You want to see something Irish!!Of all the reasons to be closed 😂😂😂 http://t.co/ePyGvA9pwU #irony,1,1,8.857495200121775
170,And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,0,0,9.70526590012014
171,"Oh dear, some people don't get #irony 😳",1,0,9.750415600137785
172,Yay for Fire Alarms at 3AM #not,1,1,8.620509799802676
173,"I just drank a healthy, homemade, all fruit smoothie...in a @Budweiser beer glass. #irony",1,1,10.144759200047702
174,Should I buy these? And become a full time hipster? Lol! #NOT..... http://t.co/bhSSX3lVNh,1,1,11.713409299962223
175,Just paid $2.59 for gas! #ThanksObama #sarcasm,1,1,10.338163899956271
176,You are most welcome! Loved the post :D @_ladyinviolet,0,0,5.759441699832678
177,Can't take my eyes off you|http://t.co/cKYk9vXewc via @YouTube,0,0,7.097728000022471
178,I am so ready for Monday. 🙆 #sarcasm,1,1,9.286704000085592
179,@RoughHouseSGW rollins was so pissed off haha,1,0,10.069239299977198
180,@davemrlean I do love a chilled night in. Saves having a hangover to😂 thank you hun X,0,0,9.741152900038287
181,@SurianibteAbu if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,1,1,9.348023999948055
182,When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,1,1,13.019873600220308
183,Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob! http://t.co/VYWHaogBz9,0,0,14.042862200178206
184,Company profile FORGET ME NOT PET CEMETERY - http://t.co/QSMOF8f0X4 #FORGET #ME #NOT #PET #CEMETERY,0,0,14.017208599951118
185,@onedirection guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,0,0,8.02843870013021
186,i wanna be at home already,0,0,5.986312000080943
187,Just realized my last final is tomorrow. FAAAAA-,0,0,8.414818300167099
188,@ambika1900 @sankrant @CChristineFair @JTMondal @Al_Muwa7id Christian Europe translated Islamic manuscripts #Irony http://t.co/0hXEQig7hM,1,1,17.22932319995016
189,Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,1,1,13.712446700083092
190,The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,1,0,12.395598799921572
191,@Wallace17_daKid Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,1,1,11.67957210005261
192,Two years later & gingerbread house making still makes me cry.,0,0,9.981542499968782
193,Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,1,1,19.13312490005046
194,@ardhow @Jmroberts343Jmr @Squarehighways |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,1,1,15.955138599965721
195,@JasminHadasah #sarcasm is a service I offer.,1,0,8.83164620003663
196,http://t.co/biWk2vGWPX #PhatSexyAss #Picnic Picnic Porked Tiffany,0,0,13.829280100064352
197,I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,1,1,11.49056649999693
198,Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,0,0,8.470812600106001
199,@GaryLineker trust me it will be out of form Scandinavian reef again to. @ChampionsLeague do love @MCFC I see😒🙈 #irony #FCBarcelona #mcfc,1,1,16.132467499934137
200,i literally love when someone throw me in at the deep end #irony #tough #life,1,1,13.091148700099438
201,"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are... http://t.co/PEUz57XHmD",1,0,13.663786200108007
202,Day ninth December to have a pint at the boars head|#not really still in bed 😊 http://t.co/H4XoH4jpwc,1,0,10.617843700107187
203,Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,1,0,14.721796199912205
204,Picked an excellent day to get my hair done 😒 #sarcasm,1,1,10.466755899833515
205,@GMA his daughter is painting his toes! That is a parenting WIN in my book.,0,0,9.816591099835932
206,Can't say no to that @mikebrown_15 try now. Lets go @QuinsRugbyUnion we can do this #COYQ,0,0,12.943618300138041
207,"ABC Takes A Look At ""The Turkey Song"" by @DickieStickhead - Make It A Classic #Thanksgiving - http://t.co/TMR5Zv5wu1",0,0,14.46934979991056
208,Waking up with a pounding headache is just what I need for this final #sarcasm,1,1,9.490491200005636
209,Can always count on you to speak to me on here then delete the messages so It looks like I'm talking to myself. 😒 @TristanReece_,0,0,9.469218000071123
210,Stop by and pick up Alexandra's book with a coupon! http://t.co/7CIq1JgQ6X,0,0,10.826298600062728
211,@reisawal I swear we must be twins,0,0,6.80402519996278
212,Some days are just better than others..,0,0,7.297463500173762
213,"After getting a total of 4 hours of sleep in 2 days, I FINALLY got good sleep last night😁",0,0,9.815856100060046
214,"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence https://t.co/iAFycyWIwC",0,0,15.835225699935108
215,I didn't realize Boston Coach also operated in Chicago #irony #brands,1,1,14.395727299852297
216,"@MaraAzzurra89 and that ""somebody"" thought you were Padoin sister LoL !!! #SarcasmFail",1,0,11.133976600132883
217,Once again @BarackObama is re writing history re: #CubaEmbargo ! *primal scream* #tcot,1,0,12.402693999931216
218,"Wow: Look what the NFL Rams player who did ""Hands Up, Don't Shoot"" pose has been arrested for | http://t.co/FhO7lcmvon via @po_st #ferguson",0,0,17.906986499903724
219,Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not,0,1,11.285438199993223
220,What to do with that old #motherboard you have laying around. #NOT http://t.co/RjtcaMq9Gz #guitarpicks,0,1,11.847946400055662
221,Joe Cole just casually walking past...,0,0,9.224183700047433
222,Am I the only one who finds it very stressful when the #OrionLaunch feed keeps buffering...?!,0,0,8.231984700076282
223,@dsobek No ... now someone will start a rumor of $ABBV pricing their HCV drug same or higher than $GILD #sarcasm,1,1,11.177020699949935
224,Never seen the gym so packed,0,0,5.413821300026029
225,❓❓GOT MENTIONS ❓❓||#MGWV #AutoFollow #RETWEET #RTMUZZA #TEAMFOLLOWBACK #TFBJP #500aday #RT2GAIN ||⏩ @TwitWhizz ⏪| |WHOS WANTS TO BE NEXT?,0,0,20.779775999952108
226,Remember to raise a glass of merry to those who are at work keeping the world safe on Christmas 🌎🎄🌏🎅🌍❄|🚑🚒🚓🚁🚢 #essentialservice,0,0,16.527341599809006
227,"Wishing everyone a Happy, Healthy, and Prosperous New Year!!!",0,0,8.170329099986702
228,"@Esmerodo @MonteMcNaughton @MacLeodLisa Yes, and conventional taxis drive verrrry safely. #pfft #sarcasm",1,1,12.198625000193715
229,"Just ranted on and the moment I'm about to hit send, my ipod just died. #greatmorning #NOT",1,1,10.477295099990442
230,30 week scan #not #long #now #exciting #memory #all #good #happy #clear #baby #boy @ Portlaoise... http://t.co/CLfUfZ3vdF,0,0,11.487211700063199
231,@cnsnews Obama and Hillary convinced Ukraine that they would protect them if they essentially disarm. Need to keep at least one promise.,1,0,18.757057700073346
232,i just enjoy throwing up #not #hatethis #sick #wanna #go #to #school #for #once #take #me #away,1,1,18.090077199973166
233,@GazzaDowns I actually think he needs to use the youngsters in this reincarnation #irony,0,1,9.847346399910748
234,What a golden morning. 😒 #not,1,1,5.998557300074026
235,Sleep. SLEEP YOU STUPID IDIOT I WANNA LEAVE MY ROOM,0,0,9.468213600106537
236,LIBERAL/#LEFTISTS USE #RACIST/SEXIST #LABEL FOR |#DISLIKES|MSNBC host Ed Schultz said RACIST #NOT to SUPPORT demand for #MINIMUM WAGE|#SAD,1,0,16.111386300064623
237,Read at http://t.co/HbeAb2hklW the news '#Obama: #The #American #way #of #life #is #not #a #gift',0,0,14.543712599901482
238,Really missing my momma today.. More than usual. I don't think today will be a good day,0,0,9.018234699964523
239,"@davidwhite_ Nevermind that, but do pray tell,would Scherzy still play Grizabella?",1,0,15.968442800221965
240,Everyone wants the truth but nobody wants to be honest... #irony,1,1,9.944985099835321
241,I won't be surprised if shelling across pak border intensifies during Delhi Elections to change issues of election's. http://t.co/Ohgg9jQ6hJ,0,0,10.043933199951425
242,Every inch of you is perfect from the bottom to the top UNLESS YOU'RE SKINNY #Shade #Sarcasm #TheMoreYouKnow,1,0,10.373683899873868
243,Take a look at those calves!!! 😎😎😂😂 ladies love the calves! #not #about #the #arms #its #about... http://t.co/R7OWkjcBmq,0,0,12.223295700037852
244,@CaleCowan your tongue in cheek @timescolonist weigh in does nothing but instigate breed specific hate. Stick to reporting on tuques. #yyj,1,0,14.36339780013077
245,"@MiddleChildSyn: You think my mom and I would get along better, she's a middle child too. #irony #middlechildsyndrome",1,1,15.246455800021067
